round,lr,val_loss,val_dice_WT,val_dice_TC,val_dice_ET,val_mean_dice,local_loss_TCGA-GBM,crop_source_counts_TCGA-GBM,local_loss_TCGA-LGG,crop_source_counts_TCGA-LGG,local_loss_UCSF-PDGM,crop_source_counts_UCSF-PDGM,local_loss_UPENN-GBM,crop_source_counts_UPENN-GBM
87,1.862643286578218e-05,0.28294171407109214,0.9053523994627453,0.8742964135642478,0.8430590643318884,0.8742359591196273,0.35498010408547187,"{""foreground"": 14, ""et_jitter"": 9, ""random"": 5, ""tumor_jitter"": 44}",0.8198955732843151,"{""tumor_jitter"": 33, ""random"": 1, ""et_jitter"": 5, ""tumor_jitter_no_et"": 3, ""foreground"": 4}",0.25394025945396564,"{""foreground"": 48, ""et_jitter"": 60, ""tumor_jitter"": 138, ""random"": 20, ""tumor_jitter_no_et"": 2}",0.26097423641541817,"{""tumor_jitter"": 185, ""foreground"": 69, ""random"": 39, ""et_jitter"": 65}"
88,1.7637824130845097e-05,0.2819124514148349,0.907181816583588,0.87715371626118,0.8439475048267422,0.8760943458905034,0.34651754258407486,"{""tumor_jitter"": 37, ""et_jitter"": 14, ""random"": 3, ""foreground"": 18}",0.8788188955058223,"{""tumor_jitter"": 24, ""foreground"": 10, ""random"": 5, ""et_jitter"": 4, ""tumor_jitter_no_et"": 3}",0.2669703653499262,"{""tumor_jitter"": 145, ""foreground"": 54, ""et_jitter"": 47, ""random"": 22}",0.24873776875394682,"{""tumor_jitter"": 182, ""foreground"": 73, ""et_jitter"": 72, ""random"": 31}"
89,1.667211758068584e-05,0.288482490891502,0.907510114851452,0.8730067017536872,0.845479730463452,0.875332182356197,0.3545265266050895,"{""et_jitter"": 10, ""foreground"": 14, ""tumor_jitter"": 40, ""random"": 8}",0.8114111889963564,"{""foreground"": 10, ""tumor_jitter"": 25, ""et_jitter"": 5, ""tumor_jitter_no_et"": 4, ""random"": 2}",0.2695676699947955,"{""tumor_jitter"": 148, ""et_jitter"": 48, ""foreground"": 47, ""random"": 25}",0.2552213041559278,"{""foreground"": 77, ""tumor_jitter"": 173, ""et_jitter"": 77, ""random"": 31}"
90,1.5729986231903874e-05,0.2869148555610861,0.9075920916738964,0.8722829423494366,0.8464694807802116,0.8754481716011816,0.373809989541769,"{""et_jitter"": 16, ""tumor_jitter"": 36, ""foreground"": 11, ""random"": 9}",0.9230442915273749,"{""tumor_jitter"": 30, ""et_jitter"": 5, ""foreground"": 7, ""random"": 2, ""tumor_jitter_no_et"": 2}",0.2670987199491529,"{""et_jitter"": 51, ""foreground"": 58, ""tumor_jitter"": 137, ""random"": 21, ""tumor_jitter_no_et"": 1}",0.24885732320517134,"{""random"": 40, ""tumor_jitter"": 185, ""foreground"": 63, ""et_jitter"": 70}"
91,1.4812086671157384e-05,0.2759798035735176,0.8997077555883498,0.8772789162854076,0.8428116864039807,0.8732661194259128,0.36596256411737865,"{""et_jitter"": 17, ""tumor_jitter"": 40, ""random"": 9, ""foreground"": 6}",0.8444945358711741,"{""et_jitter"": 9, ""random"": 2, ""tumor_jitter"": 22, ""foreground"": 11, ""tumor_jitter_no_et"": 2}",0.2599686191820387,"{""tumor_jitter"": 130, ""random"": 34, ""et_jitter"": 46, ""foreground"": 58}",0.24962895692393766,"{""tumor_jitter"": 180, ""et_jitter"": 70, ""random"": 43, ""foreground"": 65}"
92,1.3919058597577382e-05,0.2889014129127775,0.909264208873113,0.8732440224154533,0.8469014479164617,0.8764698930683427,0.3743734984762139,"{""et_jitter"": 19, ""tumor_jitter"": 33, ""random"": 8, ""foreground"": 12}",0.8488582916881727,"{""foreground"": 11, ""random"": 6, ""tumor_jitter"": 21, ""tumor_jitter_no_et"": 3, ""et_jitter"": 5}",0.2567269907180053,"{""tumor_jitter"": 132, ""random"": 30, ""foreground"": 55, ""et_jitter"": 51}",0.24879351703647795,"{""random"": 28, ""tumor_jitter"": 190, ""foreground"": 72, ""et_jitter"": 67, ""tumor_jitter_no_et"": 1}"
93,1.3051524376951062e-05,0.28239059068617367,0.9075568792365846,0.8741659089217657,0.8441754580319455,0.8752994153967654,0.36259782479868996,"{""foreground"": 19, ""tumor_jitter"": 28, ""et_jitter"": 21, ""random"": 4}",0.9626116065875344,"{""random"": 6, ""foreground"": 6, ""et_jitter"": 8, ""tumor_jitter"": 23, ""tumor_jitter_no_et"": 3}",0.2691263708272087,"{""foreground"": 56, ""random"": 26, ""tumor_jitter"": 127, ""et_jitter"": 57, ""tumor_jitter_no_et"": 2}",0.26528985111573555,"{""tumor_jitter"": 179, ""foreground"": 72, ""random"": 42, ""et_jitter"": 65}"
94,1.2210088607984873e-05,0.280889514620815,0.9090969619296846,0.8781600256543503,0.8464549849934626,0.8779039908591658,0.3567259506218963,"{""foreground"": 13, ""random"": 6, ""tumor_jitter"": 37, ""et_jitter"": 16}",0.875093400478363,"{""tumor_jitter"": 25, ""random"": 5, ""tumor_jitter_no_et"": 5, ""et_jitter"": 4, ""foreground"": 7}",0.26468376470590704,"{""tumor_jitter"": 131, ""foreground"": 55, ""et_jitter"": 51, ""random"": 30, ""tumor_jitter_no_et"": 1}",0.25623712863502557,"{""random"": 33, ""tumor_jitter"": 178, ""et_jitter"": 77, ""foreground"": 69, ""tumor_jitter_no_et"": 1}"
95,1.13953377009499e-05,0.2813781097531319,0.9034517549333119,0.8750537109787339,0.8466171044567329,0.8750408567895929,0.3594808226658238,"{""tumor_jitter"": 40, ""foreground"": 17, ""et_jitter"": 9, ""random"": 6}",0.9035141299600187,"{""tumor_jitter"": 26, ""foreground"": 7, ""random"": 5, ""et_jitter"": 6, ""tumor_jitter_no_et"": 2}",0.2660011355556659,"{""foreground"": 58, ""tumor_jitter"": 122, ""random"": 29, ""et_jitter"": 59}",0.24738766032390755,"{""et_jitter"": 92, ""tumor_jitter"": 166, ""random"": 37, ""foreground"": 63}"
96,1.0607839469002975e-05,0.28534306230999174,0.9020082279330208,0.8733648396567125,0.8474864419875187,0.8742865031924173,0.3678102385666635,"{""tumor_jitter"": 40, ""random"": 9, ""foreground"": 15, ""et_jitter"": 8}",1.0188445578450742,"{""tumor_jitter"": 25, ""foreground"": 10, ""et_jitter"": 2, ""random"": 6, ""tumor_jitter_no_et"": 3}",0.2584291798854942,"{""tumor_jitter"": 145, ""random"": 26, ""foreground"": 57, ""et_jitter"": 40}",0.25011548272974,"{""foreground"": 78, ""et_jitter"": 73, ""random"": 32, ""tumor_jitter"": 174, ""tumor_jitter_no_et"": 1}"
97,9.848142732468478e-06,0.2818864029433046,0.9046397358179092,0.8760718930467113,0.8446244389919043,0.8751120226188416,0.38128628126449055,"{""foreground"": 11, ""random"": 9, ""et_jitter"": 21, ""tumor_jitter"": 31}",0.9664191422255143,"{""tumor_jitter"": 16, ""foreground"": 13, ""et_jitter"": 8, ""random"": 5, ""tumor_jitter_no_et"": 4}",0.2710115038303297,"{""tumor_jitter"": 129, ""et_jitter"": 50, ""foreground"": 55, ""random"": 33, ""tumor_jitter_no_et"": 1}",0.2551761779871733,"{""tumor_jitter"": 170, ""foreground"": 75, ""et_jitter"": 80, ""random"": 32, ""tumor_jitter_no_et"": 1}"
98,9.11677693635652e-06,0.27868411920609926,0.9109691571621668,0.8787879099608082,0.8446471081564252,0.8781347250931334,0.3744938617779149,"{""foreground"": 13, ""tumor_jitter"": 38, ""random"": 9, ""et_jitter"": 12}",0.955512619536856,"{""tumor_jitter"": 28, ""et_jitter"": 7, ""random"": 4, ""tumor_jitter_no_et"": 4, ""foreground"": 3}",0.26061947121104195,"{""tumor_jitter"": 126, ""foreground"": 68, ""et_jitter"": 47, ""random"": 26, ""tumor_jitter_no_et"": 1}",0.245652016980688,"{""tumor_jitter"": 173, ""random"": 30, ""foreground"": 78, ""et_jitter"": 77}"
99,8.414251781384109e-06,0.283918906641858,0.909605180933362,0.8745870601212787,0.8472482874451158,0.8771468428332522,0.35877979960706496,"{""tumor_jitter"": 37, ""foreground"": 20, ""random"": 7, ""et_jitter"": 8}",0.8846925121286641,"{""tumor_jitter"": 28, ""foreground"": 7, ""random"": 4, ""et_jitter"": 7}",0.26524972637642674,"{""random"": 33, ""tumor_jitter"": 124, ""et_jitter"": 57, ""foreground"": 52, ""tumor_jitter_no_et"": 2}",0.2532933180808355,"{""foreground"": 61, ""random"": 39, ""tumor_jitter"": 184, ""et_jitter"": 73, ""tumor_jitter_no_et"": 1}"
100,7.74105686875639e-06,0.28854813777974675,0.9071992581798917,0.8733068587307156,0.8477011223430944,0.8760690797512339,0.3514640794859992,"{""tumor_jitter"": 35, ""foreground"": 11, ""random"": 12, ""et_jitter"": 14}",0.9704037775164065,"{""tumor_jitter"": 29, ""foreground"": 8, ""random"": 2, ""tumor_jitter_no_et"": 3, ""et_jitter"": 4}",0.2514204797126464,"{""tumor_jitter"": 139, ""foreground"": 54, ""random"": 32, ""et_jitter"": 43}",0.24700748237817646,"{""tumor_jitter"": 179, ""random"": 33, ""et_jitter"": 72, ""foreground"": 74}"
101,7.097661358955718e-06,0.27918794864699953,0.9044436491671063,0.8761846712306932,0.8445867798248387,0.8750717000742126,0.36944348365068436,"{""foreground"": 20, ""tumor_jitter"": 35, ""et_jitter"": 11, ""random"": 6}",1.0568878339684529,"{""et_jitter"": 9, ""random"": 5, ""tumor_jitter"": 22, ""foreground"": 9, ""tumor_jitter_no_et"": 1}",0.24500596656728146,"{""foreground"": 57, ""random"": 33, ""tumor_jitter"": 118, ""et_jitter"": 56, ""tumor_jitter_no_et"": 4}",0.24300284621269344,"{""foreground"": 72, ""random"": 34, ""et_jitter"": 74, ""tumor_jitter"": 177, ""tumor_jitter_no_et"": 1}"
102,6.484513644775934e-06,0.28438234304388366,0.9057235607079097,0.8749600865572066,0.8469691478588531,0.8758842650413232,0.33725176917182076,"{""tumor_jitter"": 38, ""et_jitter"": 15, ""random"": 2, ""foreground"": 17}",0.9859365380328634,"{""tumor_jitter"": 20, ""foreground"": 12, ""random"": 9, ""et_jitter"": 4, ""tumor_jitter_no_et"": 1}",0.24715382489028262,"{""tumor_jitter"": 129, ""et_jitter"": 68, ""foreground"": 51, ""random"": 20}",0.2503469136007671,"{""tumor_jitter"": 178, ""foreground"": 71, ""random"": 36, ""et_jitter"": 73}"
103,5.902041038830258e-06,0.2840132985086668,0.9092669284059888,0.8747429885418014,0.8469412616733916,0.8769837262070607,0.40195383835170007,"{""foreground"": 15, ""tumor_jitter"": 34, ""random"": 9, ""et_jitter"": 14}",0.9760203672491986,"{""random"": 4, ""foreground"": 11, ""tumor_jitter"": 21, ""et_jitter"": 8, ""tumor_jitter_no_et"": 2}",0.2514839485398869,"{""foreground"": 48, ""random"": 28, ""et_jitter"": 56, ""tumor_jitter"": 134, ""tumor_jitter_no_et"": 2}",0.2541255551135407,"{""tumor_jitter"": 186, ""random"": 35, ""et_jitter"": 59, ""foreground"": 78}"
104,5.350649475750107e-06,0.28412087002680414,0.9095953085592815,0.8756063635864515,0.8476040609461141,0.8776019110306157,0.37491024161378544,"{""tumor_jitter"": 41, ""et_jitter"": 17, ""random"": 6, ""foreground"": 8}",1.0231152021366616,"{""et_jitter"": 10, ""foreground"": 9, ""random"": 4, ""tumor_jitter"": 20, ""tumor_jitter_no_et"": 3}",0.2617712795956811,"{""et_jitter"": 59, ""tumor_jitter"": 132, ""random"": 27, ""foreground"": 49, ""tumor_jitter_no_et"": 1}",0.2551961383007092,"{""et_jitter"": 75, ""tumor_jitter"": 152, ""foreground"": 88, ""random"": 43}"
105,4.830723229282697e-06,0.2803676642832302,0.9088644429331734,0.8759813899888249,0.8462495148981781,0.8770317826067254,0.3472081712550587,"{""et_jitter"": 15, ""tumor_jitter"": 34, ""foreground"": 19, ""random"": 4}",1.0453364408534507,"{""foreground"": 8, ""tumor_jitter"": 20, ""random"": 9, ""tumor_jitter_no_et"": 4, ""et_jitter"": 5}",0.24846398758132066,"{""tumor_jitter"": 135, ""foreground"": 59, ""et_jitter"": 49, ""tumor_jitter_no_et"": 1, ""random"": 24}",0.24319324280296625,"{""random"": 34, ""et_jitter"": 69, ""tumor_jitter"": 185, ""foreground"": 70}"
106,4.342624644484393e-06,0.28242770266674816,0.9052194789761588,0.8750093425916678,0.8465829071132414,0.8756039095603562,0.37430651692880523,"{""tumor_jitter"": 36, ""et_jitter"": 17, ""random"": 9, ""foreground"": 10}",0.953238114066746,"{""tumor_jitter_no_et"": 2, ""tumor_jitter"": 20, ""foreground"": 10, ""random"": 5, ""et_jitter"": 9}",0.2500741931595909,"{""tumor_jitter"": 140, ""foreground"": 56, ""random"": 24, ""et_jitter"": 48}",0.23438207451358187,"{""et_jitter"": 86, ""random"": 25, ""tumor_jitter"": 178, ""foreground"": 68, ""tumor_jitter_no_et"": 1}"
107,3.886693885196527e-06,0.28230587378853844,0.9071065496830714,0.8752675307098502,0.8459177386896185,0.8760972730275133,0.3760293523470561,"{""tumor_jitter"": 43, ""random"": 7, ""et_jitter"": 12, ""foreground"": 10}",1.0437626268552698,"{""tumor_jitter_no_et"": 4, ""tumor_jitter"": 24, ""et_jitter"": 7, ""foreground"": 9, ""random"": 2}",0.24627149544322668,"{""foreground"": 69, ""tumor_jitter"": 134, ""et_jitter"": 45, ""random"": 20}",0.24158437518850384,"{""tumor_jitter"": 179, ""random"": 31, ""et_jitter"": 73, ""foreground"": 74, ""tumor_jitter_no_et"": 1}"
108,3.4632486969797585e-06,0.2830246605688617,0.9108250495933351,0.8755072945090183,0.8472149551991054,0.877849099767153,0.3716786238882277,"{""tumor_jitter"": 36, ""et_jitter"": 10, ""random"": 8, ""foreground"": 18}",1.0417523669159932,"{""tumor_jitter"": 26, ""random"": 5, ""et_jitter"": 5, ""tumor_jitter_no_et"": 3, ""foreground"": 7}",0.2422727395349474,"{""tumor_jitter"": 131, ""foreground"": 64, ""et_jitter"": 52, ""random"": 20, ""tumor_jitter_no_et"": 1}",0.2424584278347772,"{""tumor_jitter"": 182, ""foreground"": 78, ""et_jitter"": 62, ""random"": 36}"
109,3.0725841856719357e-06,0.2825525955430099,0.9061933697689147,0.8759207853142611,0.8468531935349217,0.8763224495393658,0.36738411254352993,"{""et_jitter"": 12, ""tumor_jitter"": 39, ""random"": 9, ""foreground"": 12}",1.142918532309325,"{""tumor_jitter"": 25, ""tumor_jitter_no_et"": 4, ""foreground"": 6, ""et_jitter"": 3, ""random"": 8}",0.26739645026513,"{""tumor_jitter"": 127, ""foreground"": 52, ""random"": 33, ""et_jitter"": 56}",0.23528126327518645,"{""et_jitter"": 81, ""tumor_jitter"": 171, ""random"": 28, ""foreground"": 78}"
110,2.714972611724087e-06,0.2823138598175276,0.9093989297038033,0.8763020065395685,0.8472725044659469,0.8776578135697729,0.384744075851308,"{""tumor_jitter"": 34, ""et_jitter"": 12, ""foreground"": 17, ""random"": 9}",1.0296247679254282,"{""tumor_jitter"": 25, ""et_jitter"": 7, ""foreground"": 8, ""random"": 6}",0.2486449487284938,"{""tumor_jitter"": 144, ""et_jitter"": 51, ""foreground"": 49, ""random"": 24}",0.2426582716780002,"{""tumor_jitter"": 179, ""foreground"": 73, ""et_jitter"": 72, ""random"": 34}"
111,2.390663200457692e-06,0.28260402214669045,0.9075888534386952,0.8762250400019623,0.8476893581713625,0.87716775053734,0.3727717424432437,"{""tumor_jitter"": 38, ""foreground"": 14, ""et_jitter"": 13, ""random"": 7}",1.0542561761710956,"{""tumor_jitter_no_et"": 3, ""tumor_jitter"": 24, ""et_jitter"": 7, ""foreground"": 7, ""random"": 5}",0.26524513398311034,"{""tumor_jitter"": 123, ""random"": 27, ""et_jitter"": 58, ""foreground"": 59, ""tumor_jitter_no_et"": 1}",0.24359326401735817,"{""tumor_jitter"": 183, ""random"": 34, ""foreground"": 70, ""et_jitter"": 71}"
112,2.0998819683754844e-06,0.28206800875209626,0.9101189755258106,0.8767625472379666,0.8479399889786964,0.8782738372474913,0.37166977259847855,"{""foreground"": 14, ""tumor_jitter"": 38, ""et_jitter"": 13, ""random"": 7}",1.0177417475244273,"{""tumor_jitter"": 21, ""random"": 5, ""foreground"": 13, ""tumor_jitter_no_et"": 4, ""et_jitter"": 3}",0.24062919055125606,"{""foreground"": 65, ""tumor_jitter"": 128, ""et_jitter"": 58, ""random"": 17}",0.24452511787248057,"{""tumor_jitter"": 171, ""foreground"": 74, ""random"": 34, ""et_jitter"": 79}"
113,1.8428315656468617e-06,0.28062954087342534,0.9101647320247832,0.8780756387065647,0.8482455184299107,0.8788286297204196,0.35886277217004037,"{""tumor_jitter"": 42, ""et_jitter"": 16, ""random"": 6, ""foreground"": 8}",1.0735070251900216,"{""et_jitter"": 4, ""foreground"": 13, ""tumor_jitter"": 24, ""random"": 1, ""tumor_jitter_no_et"": 4}",0.2473172575457772,"{""random"": 25, ""tumor_jitter"": 133, ""foreground"": 49, ""et_jitter"": 61}",0.25585273041405493,"{""foreground"": 82, ""et_jitter"": 65, ""tumor_jitter"": 172, ""random"": 39}"
114,1.6196911348777338e-06,0.28046190873498006,0.9097870352722349,0.8774654346832993,0.8482030454138938,0.8784851717898093,0.3338212271531423,"{""et_jitter"": 15, ""foreground"": 8, ""tumor_jitter"": 40, ""random"": 9}",1.1093164047469264,"{""foreground"": 8, ""tumor_jitter"": 31, ""et_jitter"": 4, ""random"": 2, ""tumor_jitter_no_et"": 1}",0.2561883620584189,"{""et_jitter"": 50, ""tumor_jitter"": 145, ""random"": 25, ""foreground"": 48}",0.24157801672150303,"{""tumor_jitter"": 189, ""foreground"": 62, ""random"": 32, ""et_jitter"": 75}"
115,1.4306161862630596e-06,0.2809153947092238,0.9096291767699378,0.8770378357247299,0.8479176046196794,0.878194872371449,0.3550547973977195,"{""foreground"": 15, ""tumor_jitter"": 38, ""et_jitter"": 15, ""random"": 4}",1.161348459513291,"{""et_jitter"": 8, ""tumor_jitter"": 24, ""foreground"": 7, ""tumor_jitter_no_et"": 3, ""random"": 4}",0.2505535375493676,"{""random"": 24, ""foreground"": 54, ""tumor_jitter"": 141, ""et_jitter"": 49}",0.24172639655334324,"{""et_jitter"": 87, ""tumor_jitter"": 165, ""random"": 39, ""foreground"": 67}"
116,1.2757384892093373e-06,0.2820348246466546,0.9103407419863201,0.8772732459855654,0.8480722174970108,0.8785620684896321,0.3801664176086585,"{""et_jitter"": 15, ""tumor_jitter"": 37, ""foreground"": 11, ""random"": 9}",1.1394398471583491,"{""tumor_jitter"": 30, ""tumor_jitter_no_et"": 2, ""foreground"": 10, ""random"": 3, ""et_jitter"": 1}",0.25837294048448994,"{""random"": 27, ""tumor_jitter"": 131, ""foreground"": 50, ""et_jitter"": 59, ""tumor_jitter_no_et"": 1}",0.2576065630802895,"{""tumor_jitter"": 172, ""et_jitter"": 67, ""foreground"": 64, ""random"": 55}"
117,1.1551659805023147e-06,0.281672674204622,0.9109090261516117,0.8776591989570858,0.847835121725672,0.8788011156114566,0.38455695493353736,"{""foreground"": 15, ""tumor_jitter"": 38, ""et_jitter"": 10, ""random"": 9}",1.1542581527129463,"{""tumor_jitter"": 24, ""et_jitter"": 11, ""random"": 2, ""foreground"": 5, ""tumor_jitter_no_et"": 4}",0.24133474585502895,"{""tumor_jitter"": 138, ""foreground"": 62, ""et_jitter"": 44, ""random"": 24}",0.24176818230215397,"{""et_jitter"": 78, ""tumor_jitter"": 170, ""foreground"": 78, ""random"": 31, ""tumor_jitter_no_et"": 1}"
118,1.0689826890840852e-06,0.2815233806059474,0.9103623191515605,0.8775270179627978,0.8478727457715763,0.8785873609619782,0.37000133759445614,"{""tumor_jitter"": 39, ""et_jitter"": 15, ""foreground"": 13, ""random"": 5}",1.126886010169983,"{""random"": 7, ""tumor_jitter"": 22, ""foreground"": 10, ""et_jitter"": 7}",0.2597415395525854,"{""foreground"": 51, ""tumor_jitter"": 132, ""random"": 28, ""et_jitter"": 57}",0.23572069625032013,"{""tumor_jitter"": 194, ""random"": 25, ""foreground"": 68, ""et_jitter"": 71}"
119,1.0172486774919814e-06,0.2804118505546025,0.9100182052169528,0.8778870881628138,0.8479200275113007,0.8786084402970223,0.350255795651012,"{""foreground"": 19, ""et_jitter"": 16, ""tumor_jitter"": 35, ""random"": 2}",1.177504873794058,"{""et_jitter"": 4, ""tumor_jitter"": 25, ""random"": 5, ""tumor_jitter_no_et"": 6, ""foreground"": 6}",0.2609156838326312,"{""et_jitter"": 54, ""tumor_jitter"": 126, ""foreground"": 58, ""random"": 30}",0.24994761455158948,"{""random"": 44, ""foreground"": 70, ""tumor_jitter"": 177, ""et_jitter"": 67}"
120,1e-06,0.28139312008307094,0.9110702015104748,0.8777787065536922,0.8482011257243404,0.8790166779295024,0.39402446274956066,"{""tumor_jitter"": 36, ""foreground"": 19, ""et_jitter"": 10, ""random"": 7}",1.1615040872407996,"{""et_jitter"": 7, ""tumor_jitter"": 27, ""random"": 2, ""foreground"": 8, ""tumor_jitter_no_et"": 2}",0.2650134656300296,"{""random"": 29, ""et_jitter"": 44, ""tumor_jitter"": 131, ""foreground"": 63, ""tumor_jitter_no_et"": 1}",0.2461851174688206,"{""et_jitter"": 63, ""tumor_jitter"": 185, ""foreground"": 73, ""random"": 37}"
