round,lr,val_loss,val_dice_WT,val_dice_TC,val_dice_ET,val_mean_dice,local_loss_TCGA-GBM,crop_source_counts_TCGA-GBM,local_loss_TCGA-LGG,crop_source_counts_TCGA-LGG,local_loss_UCSF-PDGM,crop_source_counts_UCSF-PDGM,local_loss_UPENN-GBM,crop_source_counts_UPENN-GBM
1,0.0001,1.40587249483381,0.6513389785374913,0.5946359482372895,0.5500127823371005,0.5986625697039605,1.9550318121910095,"{""tumor_jitter"": 31, ""et_jitter"": 15, ""foreground"": 16, ""random"": 10}",1.923591919567274,"{""tumor_jitter_no_et"": 3, ""foreground"": 10, ""et_jitter"": 6, ""tumor_jitter"": 22, ""random"": 5}",1.596901466597372,"{""tumor_jitter"": 125, ""random"": 29, ""et_jitter"": 63, ""foreground"": 50, ""tumor_jitter_no_et"": 1}",1.5110700283636593,"{""foreground"": 76, ""tumor_jitter"": 179, ""et_jitter"": 72, ""random"": 30, ""tumor_jitter_no_et"": 1}"
2,9.998275132250803e-05,1.2725435711088635,0.685004143062092,0.6633132302336955,0.6253185358057219,0.6578786363671698,1.3919036620193057,"{""tumor_jitter"": 37, ""et_jitter"": 16, ""random"": 6, ""foreground"": 13}",1.5052639297817065,"{""tumor_jitter"": 27, ""foreground"": 6, ""et_jitter"": 5, ""random"": 6, ""tumor_jitter_no_et"": 2}",1.3674325862927224,"{""et_jitter"": 55, ""random"": 27, ""tumor_jitter"": 150, ""foreground"": 36}",1.3337354713312075,"{""et_jitter"": 68, ""foreground"": 86, ""tumor_jitter"": 171, ""random"": 33}"
3,9.993101731091593e-05,1.1900049084708804,0.6628630181153615,0.6673719036792937,0.6149152401837166,0.6483833873261239,1.296241819858551,"{""foreground"": 17, ""tumor_jitter"": 35, ""et_jitter"": 12, ""random"": 8}",1.3989005762597788,"{""tumor_jitter"": 26, ""et_jitter"": 7, ""foreground"": 8, ""random"": 4, ""tumor_jitter_no_et"": 1}",1.2600217523859507,"{""et_jitter"": 51, ""tumor_jitter"": 133, ""random"": 27, ""foreground"": 56, ""tumor_jitter_no_et"": 1}",1.2218356025951536,"{""foreground"": 82, ""tumor_jitter"": 169, ""et_jitter"": 72, ""random"": 35}"
4,9.984483401949768e-05,1.1070659143584116,0.7531215412276132,0.7239512984599019,0.6662911408186498,0.7144546601687217,1.1894679996702406,"{""random"": 8, ""tumor_jitter"": 32, ""et_jitter"": 19, ""foreground"": 13}",1.334176120550736,"{""foreground"": 13, ""tumor_jitter"": 24, ""et_jitter"": 3, ""random"": 2, ""tumor_jitter_no_et"": 4}",1.1795972665744041,"{""random"": 22, ""et_jitter"": 56, ""tumor_jitter"": 140, ""tumor_jitter_no_et"": 1, ""foreground"": 49}",1.135813348786125,"{""et_jitter"": 61, ""tumor_jitter"": 178, ""random"": 36, ""foreground"": 83}"
5,9.972426151079067e-05,1.0334950929596312,0.7543718908514295,0.7442933467528611,0.6837755831893136,0.7274802735978682,1.1240662386020024,"{""tumor_jitter"": 31, ""foreground"": 15, ""random"": 13, ""et_jitter"": 13}",1.2715921039166658,"{""tumor_jitter"": 21, ""foreground"": 13, ""random"": 6, ""et_jitter"": 5, ""tumor_jitter_no_et"": 1}",1.1001621942911575,"{""tumor_jitter"": 126, ""foreground"": 66, ""et_jitter"": 54, ""random"": 22}",1.0641609403674164,"{""random"": 34, ""et_jitter"": 66, ""tumor_jitter"": 184, ""foreground"": 74}"
6,9.956938381373695e-05,0.9697122102692014,0.7555403658321925,0.7585156017119146,0.6993229687020613,0.7377929787487227,1.0289480636517208,"{""tumor_jitter"": 34, ""foreground"": 16, ""et_jitter"": 14, ""random"": 8}",1.210578177286231,"{""tumor_jitter"": 21, ""et_jitter"": 5, ""foreground"": 12, ""tumor_jitter_no_et"": 6, ""random"": 2}",1.0327885555687235,"{""tumor_jitter"": 141, ""et_jitter"": 57, ""foreground"": 44, ""random"": 25, ""tumor_jitter_no_et"": 1}",1.001975812059541,"{""foreground"": 78, ""et_jitter"": 68, ""tumor_jitter"": 155, ""random"": 57}"
7,9.938030886512228e-05,0.9142495399429684,0.7675339508624304,0.7713744731181096,0.7195315789533786,0.7528133343113063,0.9969086961613761,"{""et_jitter"": 11, ""tumor_jitter"": 41, ""foreground"": 14, ""random"": 6}",1.1496855901635212,"{""random"": 4, ""tumor_jitter"": 29, ""tumor_jitter_no_et"": 4, ""et_jitter"": 3, ""foreground"": 6}",0.9631854464758688,"{""tumor_jitter"": 145, ""et_jitter"": 48, ""foreground"": 51, ""random"": 23, ""tumor_jitter_no_et"": 1}",0.9438987504170594,"{""foreground"": 76, ""tumor_jitter"": 173, ""et_jitter"": 81, ""random"": 28}"
8,9.915716843435315e-05,0.8646267959049769,0.7964638846261161,0.7961094996055645,0.7412036299195499,0.7779256713837435,0.9409574237134721,"{""foreground"": 15, ""tumor_jitter"": 36, ""et_jitter"": 13, ""random"": 8}",1.1103298404942388,"{""foreground"": 10, ""tumor_jitter"": 26, ""random"": 5, ""et_jitter"": 5}",0.9334317263382584,"{""tumor_jitter"": 114, ""et_jitter"": 59, ""foreground"": 65, ""random"": 30}",0.8859414381687868,"{""tumor_jitter"": 156, ""et_jitter"": 90, ""foreground"": 77, ""random"": 35}"
9,9.890011803162453e-05,0.8154411026409694,0.801453337924821,0.7865811961749674,0.7349790856159987,0.7743378732385957,0.8893232974741194,"{""tumor_jitter"": 44, ""foreground"": 13, ""random"": 8, ""et_jitter"": 7}",1.071659829305566,"{""foreground"": 14, ""random"": 7, ""tumor_jitter"": 23, ""et_jitter"": 2}",0.8636238623910876,"{""foreground"": 56, ""tumor_jitter"": 133, ""et_jitter"": 62, ""random"": 16, ""tumor_jitter_no_et"": 1}",0.8330507654717515,"{""random"": 27, ""et_jitter"": 80, ""tumor_jitter"": 182, ""foreground"": 68, ""tumor_jitter_no_et"": 1}"
10,9.86093367995423e-05,0.7702135846728371,0.8106742481390635,0.7895723718975081,0.7390628384877911,0.7797698195081209,0.8265778836276796,"{""et_jitter"": 15, ""random"": 6, ""tumor_jitter"": 37, ""foreground"": 14}",1.0410854686861453,"{""random"": 4, ""foreground"": 14, ""et_jitter"": 7, ""tumor_jitter"": 16, ""tumor_jitter_no_et"": 5}",0.8345822215969882,"{""foreground"": 52, ""tumor_jitter"": 138, ""et_jitter"": 58, ""random"": 19, ""tumor_jitter_no_et"": 1}",0.800966539196462,"{""tumor_jitter"": 183, ""random"": 48, ""foreground"": 68, ""et_jitter"": 59}"
11,9.828502738827592e-05,0.7317156661124457,0.79733543466954,0.7987107571395676,0.7494650238427449,0.7818370718839508,0.7959803723626666,"{""tumor_jitter"": 42, ""et_jitter"": 13, ""random"": 4, ""foreground"": 13}",1.0204219584879668,"{""tumor_jitter_no_et"": 3, ""tumor_jitter"": 30, ""et_jitter"": 4, ""random"": 3, ""foreground"": 6}",0.7816574506795229,"{""et_jitter"": 42, ""tumor_jitter"": 146, ""foreground"": 59, ""random"": 20, ""tumor_jitter_no_et"": 1}",0.7468086747483834,"{""random"": 27, ""tumor_jitter"": 204, ""foreground"": 69, ""et_jitter"": 57, ""tumor_jitter_no_et"": 1}"
12,9.792741581432806e-05,0.7002596483344123,0.8624707497301556,0.7977571598747889,0.7652019599588225,0.8084766231879223,0.7402129040824043,"{""tumor_jitter"": 37, ""foreground"": 17, ""et_jitter"": 13, ""random"": 5}",0.9575681738231493,"{""tumor_jitter"": 24, ""random"": 6, ""tumor_jitter_no_et"": 3, ""foreground"": 10, ""et_jitter"": 3}",0.736171939479771,"{""tumor_jitter"": 116, ""foreground"": 56, ""et_jitter"": 62, ""random"": 33, ""tumor_jitter_no_et"": 1}",0.7106204858705318,"{""random"": 43, ""foreground"": 74, ""tumor_jitter"": 166, ""et_jitter"": 75}"
13,9.753675130302024e-05,0.6550492411568052,0.8299245523554938,0.79570233254237,0.7489753136509889,0.791534066182951,0.7017395231458876,"{""tumor_jitter"": 35, ""et_jitter"": 12, ""foreground"": 16, ""random"": 9}",0.9533554445142332,"{""tumor_jitter_no_et"": 4, ""tumor_jitter"": 19, ""foreground"": 12, ""random"": 5, ""et_jitter"": 6}",0.7051418223487798,"{""tumor_jitter"": 143, ""et_jitter"": 50, ""random"": 20, ""foreground"": 55}",0.6790128386886426,"{""tumor_jitter"": 194, ""et_jitter"": 65, ""random"": 34, ""foreground"": 65}"
14,9.711330611480347e-05,0.622640209538596,0.8177193286873046,0.8206292992102958,0.7671201435597677,0.8018229238191227,0.6690320074558258,"{""et_jitter"": 11, ""foreground"": 13, ""tumor_jitter"": 38, ""random"": 10}",0.8680770811827286,"{""random"": 6, ""tumor_jitter"": 27, ""foreground"": 8, ""et_jitter"": 5}",0.6743409609171882,"{""tumor_jitter"": 132, ""et_jitter"": 57, ""foreground"": 60, ""random"": 19}",0.6416226021071386,"{""random"": 36, ""et_jitter"": 82, ""tumor_jitter"": 170, ""foreground"": 70}"
15,9.665737535551561e-05,0.6050067030248187,0.8282184143861134,0.8025433265740506,0.7524243332541528,0.7943953580714389,0.66283537613021,"{""tumor_jitter"": 38, ""et_jitter"": 13, ""foreground"": 13, ""random"": 8}",0.9244366262270056,"{""tumor_jitter_no_et"": 5, ""tumor_jitter"": 26, ""foreground"": 7, ""et_jitter"": 3, ""random"": 5}",0.6398998149740163,"{""tumor_jitter"": 136, ""foreground"": 52, ""et_jitter"": 55, ""random"": 25}",0.625341355967122,"{""tumor_jitter"": 174, ""foreground"": 77, ""et_jitter"": 68, ""random"": 39}"
16,9.616927677071731e-05,0.5701736106759026,0.8654045387392952,0.8332804717132276,0.7989856199712416,0.8325568768079216,0.6053976151678298,"{""et_jitter"": 12, ""tumor_jitter"": 45, ""foreground"": 9, ""random"": 6}",0.8910361476566481,"{""tumor_jitter"": 22, ""et_jitter"": 6, ""foreground"": 15, ""tumor_jitter_no_et"": 2, ""random"": 1}",0.6111643765844516,"{""tumor_jitter"": 137, ""foreground"": 52, ""et_jitter"": 47, ""random"": 31, ""tumor_jitter_no_et"": 1}",0.5913146890741486,"{""et_jitter"": 82, ""tumor_jitter"": 173, ""random"": 34, ""foreground"": 69}"
17,9.56493505242499e-05,0.549658177012489,0.8303764971948805,0.7844650199905343,0.7613863095297625,0.7920759422383924,0.5865785653392473,"{""et_jitter"": 14, ""random"": 11, ""foreground"": 17, ""tumor_jitter"": 30}",0.8936747623526532,"{""et_jitter"": 4, ""tumor_jitter_no_et"": 6, ""tumor_jitter"": 26, ""foreground"": 8, ""random"": 2}",0.5903700156443155,"{""tumor_jitter"": 141, ""foreground"": 52, ""random"": 25, ""et_jitter"": 50}",0.5457474524415405,"{""tumor_jitter"": 171, ""et_jitter"": 85, ""foreground"": 68, ""random"": 34}"
18,9.509795896116975e-05,0.5220556432292575,0.8478434158223016,0.8327947271730118,0.783716037098801,0.8214513933647049,0.5548781537347369,"{""et_jitter"": 17, ""tumor_jitter"": 34, ""foreground"": 17, ""random"": 4}",0.824865012065224,"{""tumor_jitter"": 22, ""foreground"": 10, ""random"": 6, ""tumor_jitter_no_et"": 5, ""et_jitter"": 3}",0.5602267326703713,"{""tumor_jitter"": 137, ""random"": 27, ""foreground"": 57, ""et_jitter"": 47}",0.5291162707619161,"{""et_jitter"": 87, ""foreground"": 67, ""random"": 34, ""tumor_jitter"": 170}"
19,9.451548635522406e-05,0.4922733874548049,0.8598998775084813,0.8320229815593072,0.7907000534652773,0.8275409708443552,0.5528873660498195,"{""foreground"": 11, ""et_jitter"": 14, ""tumor_jitter"": 39, ""random"": 8}",0.8043370946593906,"{""random"": 5, ""tumor_jitter"": 24, ""foreground"": 10, ""et_jitter"": 5, ""tumor_jitter_no_et"": 2}",0.53490876150665,"{""tumor_jitter"": 131, ""random"": 21, ""foreground"": 62, ""et_jitter"": 53, ""tumor_jitter_no_et"": 1}",0.5094794978975584,"{""tumor_jitter"": 181, ""random"": 37, ""et_jitter"": 67, ""foreground"": 73}"
20,9.39023386410443e-05,0.4773246068330038,0.8640807549158732,0.830392360528331,0.7949970014140715,0.8298233722860919,0.536485542025831,"{""tumor_jitter"": 37, ""et_jitter"": 12, ""foreground"": 15, ""random"": 8}",0.8739724185155786,"{""tumor_jitter_no_et"": 5, ""random"": 5, ""et_jitter"": 6, ""tumor_jitter"": 27, ""foreground"": 3}",0.5271481351176305,"{""foreground"": 60, ""tumor_jitter"": 124, ""random"": 35, ""et_jitter"": 48, ""tumor_jitter_no_et"": 1}",0.48460566364853075,"{""tumor_jitter"": 177, ""foreground"": 87, ""random"": 27, ""et_jitter"": 67}"
21,9.32589431312436e-05,0.464177310750598,0.8653427937201091,0.8140110779647853,0.7783610328020228,0.819238301495639,0.5430669999784894,"{""foreground"": 17, ""et_jitter"": 10, ""tumor_jitter"": 34, ""random"": 11}",0.8446134406587352,"{""et_jitter"": 4, ""tumor_jitter"": 23, ""tumor_jitter_no_et"": 4, ""foreground"": 11, ""random"": 4}",0.4957468756544056,"{""foreground"": 45, ""tumor_jitter"": 146, ""random"": 22, ""et_jitter"": 53, ""tumor_jitter_no_et"": 2}",0.46295442452976826,"{""tumor_jitter"": 184, ""et_jitter"": 63, ""foreground"": 68, ""random"": 43}"
22,9.258574821861591e-05,0.43979558774403166,0.8712620102223896,0.834941961767714,0.7999638635204909,0.8353892785035315,0.48907776176929474,"{""foreground"": 21, ""et_jitter"": 18, ""tumor_jitter"": 31, ""random"": 2}",0.8009093999862671,"{""tumor_jitter"": 19, ""foreground"": 9, ""et_jitter"": 7, ""random"": 8, ""tumor_jitter_no_et"": 3}",0.4945631979116753,"{""tumor_jitter"": 142, ""foreground"": 45, ""et_jitter"": 48, ""random"": 31, ""tumor_jitter_no_et"": 2}",0.4613073270913609,"{""tumor_jitter"": 176, ""et_jitter"": 84, ""random"": 36, ""foreground"": 62}"
23,9.188322306364349e-05,0.41997852041607814,0.8582922450133732,0.8355016390844037,0.8017535868569184,0.8318491569848985,0.5089560341503885,"{""tumor_jitter"": 37, ""et_jitter"": 11, ""random"": 5, ""foreground"": 19}",0.8304509883341582,"{""tumor_jitter"": 28, ""foreground"": 11, ""random"": 5, ""et_jitter"": 2}",0.47397782186518855,"{""random"": 23, ""et_jitter"": 50, ""tumor_jitter"": 136, ""foreground"": 58, ""tumor_jitter_no_et"": 1}",0.4305133224366097,"{""random"": 37, ""tumor_jitter"": 185, ""foreground"": 74, ""et_jitter"": 61, ""tumor_jitter_no_et"": 1}"
24,9.115185726753152e-05,0.40393647906326113,0.8748675641559419,0.8536681096122607,0.8165121426727645,0.8483492721469891,0.4661194094353252,"{""tumor_jitter"": 35, ""foreground"": 14, ""random"": 9, ""et_jitter"": 14}",0.8439546823501587,"{""tumor_jitter"": 23, ""foreground"": 8, ""random"": 6, ""et_jitter"": 9}",0.4586269727616168,"{""tumor_jitter"": 136, ""foreground"": 54, ""et_jitter"": 51, ""random"": 27}",0.4109901865767367,"{""random"": 30, ""tumor_jitter"": 185, ""foreground"": 61, ""et_jitter"": 82}"
25,9.039216053099704e-05,0.41300269180820104,0.8785591453313828,0.8374172913451549,0.802422021393121,0.8394661526898862,0.4778294323219193,"{""tumor_jitter"": 34, ""et_jitter"": 13, ""foreground"": 16, ""random"": 9}",0.7984599186026532,"{""tumor_jitter"": 32, ""et_jitter"": 3, ""foreground"": 5, ""random"": 3, ""tumor_jitter_no_et"": 3}",0.4210390039344332,"{""et_jitter"": 57, ""tumor_jitter"": 150, ""foreground"": 43, ""random"": 17, ""tumor_jitter_no_et"": 1}",0.40889696743568227,"{""tumor_jitter"": 160, ""foreground"": 67, ""et_jitter"": 89, ""random"": 42}"
26,8.960466229905011e-05,0.390867517108009,0.8747149864832561,0.8436925078484565,0.8138837167368163,0.8440970703561762,0.44951442836059463,"{""tumor_jitter"": 32, ""foreground"": 16, ""et_jitter"": 17, ""random"": 7}",0.8080824872721797,"{""tumor_jitter"": 26, ""et_jitter"": 5, ""tumor_jitter_no_et"": 3, ""random"": 6, ""foreground"": 6}",0.43326030749438416,"{""random"": 26, ""et_jitter"": 48, ""tumor_jitter"": 136, ""foreground"": 56, ""tumor_jitter_no_et"": 2}",0.3928831962233815,"{""random"": 43, ""tumor_jitter"": 176, ""et_jitter"": 69, ""foreground"": 69, ""tumor_jitter_no_et"": 1}"
27,8.878991139201513e-05,0.3907526582479477,0.8411092335269564,0.8417567176660014,0.8035907430716772,0.8288188980882117,0.4461524552769131,"{""tumor_jitter"": 39, ""foreground"": 13, ""et_jitter"": 12, ""random"": 8}",0.7980438548585643,"{""tumor_jitter"": 23, ""et_jitter"": 5, ""foreground"": 7, ""tumor_jitter_no_et"": 2, ""random"": 9}",0.40039788642481194,"{""foreground"": 48, ""tumor_jitter"": 143, ""et_jitter"": 55, ""random"": 22}",0.37254433775081314,"{""foreground"": 67, ""tumor_jitter"": 184, ""random"": 38, ""et_jitter"": 68, ""tumor_jitter_no_et"": 1}"
28,8.794847562304895e-05,0.3760664443174998,0.8582452020474842,0.8484771184909266,0.8178799432456231,0.8415340879280113,0.4134380552503798,"{""tumor_jitter"": 41, ""et_jitter"": 13, ""foreground"": 14, ""random"": 4}",0.7891224052595056,"{""tumor_jitter"": 29, ""foreground"": 8, ""tumor_jitter_no_et"": 2, ""random"": 4, ""et_jitter"": 3}",0.4295125186665734,"{""foreground"": 57, ""tumor_jitter"": 128, ""random"": 33, ""et_jitter"": 50}",0.3747717767287899,"{""tumor_jitter"": 176, ""foreground"": 75, ""et_jitter"": 64, ""random"": 43}"
29,8.708094140242262e-05,0.3625308871978805,0.8738707867406663,0.8479825265004779,0.8119780334715726,0.844610448904239,0.45117105295260745,"{""tumor_jitter"": 34, ""et_jitter"": 14, ""foreground"": 14, ""random"": 10}",0.8059820325478263,"{""tumor_jitter"": 27, ""tumor_jitter_no_et"": 4, ""foreground"": 12, ""random"": 3}",0.4053245072266949,"{""tumor_jitter"": 132, ""random"": 27, ""foreground"": 60, ""et_jitter"": 48, ""tumor_jitter_no_et"": 1}",0.3688212387555138,"{""tumor_jitter"": 189, ""et_jitter"": 64, ""foreground"": 68, ""random"": 36, ""tumor_jitter_no_et"": 1}"
30,8.618791332884264e-05,0.3472847597939627,0.894909636321522,0.853244756943586,0.8096184738354867,0.8525909557001983,0.4340054980582661,"{""tumor_jitter"": 41, ""et_jitter"": 13, ""random"": 10, ""foreground"": 8}",0.7623589246169381,"{""foreground"": 10, ""tumor_jitter"": 20, ""tumor_jitter_no_et"": 4, ""et_jitter"": 5, ""random"": 7}",0.3782910398805319,"{""random"": 28, ""tumor_jitter"": 134, ""et_jitter"": 68, ""foreground"": 37, ""tumor_jitter_no_et"": 1}",0.3660008726672753,"{""tumor_jitter"": 177, ""random"": 48, ""et_jitter"": 58, ""foreground"": 74, ""tumor_jitter_no_et"": 1}"
31,8.527001376809613e-05,0.35575228993381774,0.8811207863546553,0.8571952526754719,0.8300485360443168,0.8561215250248146,0.4418831633196937,"{""tumor_jitter"": 37, ""foreground"": 15, ""et_jitter"": 15, ""random"": 5}",0.8070377422415692,"{""et_jitter"": 5, ""foreground"": 9, ""tumor_jitter_no_et"": 6, ""random"": 4, ""tumor_jitter"": 22}",0.36984478326430964,"{""foreground"": 43, ""et_jitter"": 66, ""tumor_jitter"": 138, ""random"": 20, ""tumor_jitter_no_et"": 1}",0.34249472368362893,"{""tumor_jitter"": 193, ""foreground"": 68, ""et_jitter"": 70, ""random"": 27}"
32,8.432788241931415e-05,0.3493069294662703,0.8919826960279829,0.8560048107873246,0.8295737880927331,0.8591870983026801,0.415789229174455,"{""foreground"": 21, ""tumor_jitter"": 37, ""random"": 5, ""et_jitter"": 9}",0.8198418358097905,"{""tumor_jitter"": 21, ""foreground"": 10, ""random"": 5, ""et_jitter"": 9, ""tumor_jitter_no_et"": 1}",0.36644984815102905,"{""et_jitter"": 52, ""foreground"": 63, ""tumor_jitter"": 131, ""random"": 22}",0.3300722617676804,"{""tumor_jitter"": 173, ""foreground"": 74, ""et_jitter"": 78, ""random"": 33}"
33,8.336217586915492e-05,0.33720096207800365,0.8953114315157845,0.858172147642109,0.820326577543894,0.8579367189005959,0.41404040737284553,"{""tumor_jitter"": 32, ""random"": 7, ""foreground"": 18, ""et_jitter"": 15}",0.8400377372036809,"{""tumor_jitter"": 26, ""foreground"": 9, ""et_jitter"": 3, ""random"": 7, ""tumor_jitter_no_et"": 1}",0.38530166002351846,"{""foreground"": 58, ""tumor_jitter"": 125, ""et_jitter"": 55, ""random"": 29, ""tumor_jitter_no_et"": 1}",0.3176009211710045,"{""tumor_jitter"": 184, ""foreground"": 65, ""et_jitter"": 75, ""random"": 34}"
34,8.237356713421782e-05,0.3290208123979114,0.8812710811694463,0.8658607777219177,0.8209681964986243,0.8560333517966628,0.43126409335268867,"{""tumor_jitter"": 41, ""random"": 12, ""foreground"": 11, ""et_jitter"": 8}",0.7843524010285087,"{""tumor_jitter"": 16, ""et_jitter"": 8, ""foreground"": 12, ""tumor_jitter_no_et"": 3, ""random"": 7}",0.36798799126895504,"{""tumor_jitter"": 152, ""random"": 31, ""et_jitter"": 43, ""foreground"": 41, ""tumor_jitter_no_et"": 1}",0.34900521349640534,"{""foreground"": 75, ""tumor_jitter"": 168, ""random"": 41, ""et_jitter"": 74}"
35,8.136274519200731e-05,0.32814007153113683,0.8765329754068738,0.8613794660781086,0.824556177377797,0.8541562062875933,0.4141920821534263,"{""foreground"": 14, ""et_jitter"": 16, ""tumor_jitter"": 32, ""random"": 10}",0.7364010992257491,"{""random"": 5, ""tumor_jitter"": 21, ""et_jitter"": 6, ""foreground"": 12, ""tumor_jitter_no_et"": 2}",0.3735439574985362,"{""foreground"": 54, ""tumor_jitter"": 132, ""et_jitter"": 52, ""random"": 30}",0.33947539953879136,"{""tumor_jitter"": 168, ""foreground"": 80, ""et_jitter"": 75, ""random"": 35}"
36,8.03304145007732e-05,0.32401678959528607,0.8740279687302454,0.8609972962244813,0.8185584069055826,0.8511945572867697,0.40545880380604005,"{""foreground"": 18, ""et_jitter"": 16, ""tumor_jitter"": 30, ""random"": 8}",0.7592834078747294,"{""random"": 3, ""et_jitter"": 6, ""tumor_jitter"": 20, ""foreground"": 14, ""tumor_jitter_no_et"": 3}",0.3694809561789925,"{""tumor_jitter"": 142, ""et_jitter"": 45, ""random"": 24, ""foreground"": 56, ""tumor_jitter_no_et"": 1}",0.3383731359210094,"{""foreground"": 66, ""tumor_jitter"": 189, ""random"": 42, ""et_jitter"": 61}"
37,7.927729450856227e-05,0.3265723684004375,0.8730903780176527,0.8579223563295922,0.8114624942219323,0.8474917428563925,0.4248368851840496,"{""tumor_jitter"": 28, ""et_jitter"": 13, ""foreground"": 23, ""random"": 8}",0.7746263975682466,"{""foreground"": 8, ""et_jitter"": 6, ""tumor_jitter"": 24, ""tumor_jitter_no_et"": 5, ""random"": 3}",0.3570403880370197,"{""tumor_jitter"": 117, ""foreground"": 59, ""et_jitter"": 73, ""random"": 19}",0.3391878249425462,"{""foreground"": 64, ""tumor_jitter"": 163, ""et_jitter"": 84, ""random"": 47}"
38,7.820411915182325e-05,0.3126662455144383,0.8804945646297364,0.8708827533901068,0.8309717654304013,0.8607830278167481,0.3980984811981519,"{""tumor_jitter"": 44, ""et_jitter"": 11, ""foreground"": 13, ""random"": 4}",0.8273222886997721,"{""foreground"": 11, ""tumor_jitter"": 27, ""random"": 6, ""tumor_jitter_no_et"": 1, ""et_jitter"": 1}",0.3496307976988714,"{""foreground"": 49, ""tumor_jitter"": 146, ""et_jitter"": 49, ""random"": 22, ""tumor_jitter_no_et"": 2}",0.3222422962748139,"{""foreground"": 81, ""et_jitter"": 67, ""random"": 38, ""tumor_jitter"": 172}"
39,7.711163634391459e-05,0.332289371745927,0.9038828282129197,0.8656348844862631,0.8238628699689462,0.8644601942227097,0.40655539598729873,"{""foreground"": 21, ""tumor_jitter"": 32, ""et_jitter"": 12, ""random"": 7}",0.750778545504031,"{""tumor_jitter"": 22, ""et_jitter"": 4, ""foreground"": 13, ""random"": 5, ""tumor_jitter_no_et"": 2}",0.35652254421764346,"{""foreground"": 53, ""tumor_jitter"": 113, ""et_jitter"": 61, ""random"": 39, ""tumor_jitter_no_et"": 2}",0.3196148102759649,"{""tumor_jitter"": 172, ""et_jitter"": 68, ""random"": 39, ""foreground"": 78, ""tumor_jitter_no_et"": 1}"
40,7.600060745387135e-05,0.3220723428186916,0.8751880787667774,0.8594846580626576,0.8279470898885842,0.8542066089060064,0.4313463498320844,"{""tumor_jitter"": 32, ""foreground"": 14, ""et_jitter"": 13, ""random"": 13}",0.8299774916275687,"{""foreground"": 11, ""tumor_jitter"": 22, ""random"": 5, ""tumor_jitter_no_et"": 4, ""et_jitter"": 4}",0.3384173743760408,"{""et_jitter"": 68, ""foreground"": 54, ""random"": 23, ""tumor_jitter"": 123}",0.3096343121132371,"{""tumor_jitter"": 184, ""et_jitter"": 73, ""random"": 36, ""foreground"": 65}"
41,7.487180677579494e-05,0.31545638995511194,0.8733547363962446,0.858053996837199,0.8217076682072563,0.8510388004802333,0.43516993812388843,"{""et_jitter"": 14, ""tumor_jitter"": 38, ""random"": 9, ""foreground"": 11}",0.8661459295646005,"{""tumor_jitter"": 27, ""et_jitter"": 5, ""foreground"": 6, ""random"": 5, ""tumor_jitter_no_et"": 3}",0.34463543784040124,"{""random"": 28, ""tumor_jitter"": 135, ""et_jitter"": 41, ""foreground"": 64}",0.3222926273192773,"{""foreground"": 69, ""tumor_jitter"": 181, ""et_jitter"": 70, ""random"": 38}"
42,7.372602098923478e-05,0.31545323041223344,0.8800174410854067,0.8651747066636234,0.832578711920504,0.8592569532231781,0.42124470240539974,"{""tumor_jitter"": 30, ""et_jitter"": 17, ""foreground"": 17, ""random"": 8}",0.8090460274530493,"{""tumor_jitter"": 31, ""random"": 3, ""foreground"": 9, ""et_jitter"": 3}",0.35901339530055204,"{""tumor_jitter"": 127, ""et_jitter"": 53, ""foreground"": 56, ""random"": 32}",0.3077143047358737,"{""random"": 36, ""tumor_jitter"": 181, ""et_jitter"": 67, ""foreground"": 74}"
43,7.256404861093866e-05,0.31086136663243885,0.8862941839865276,0.8679744630835817,0.834020806035028,0.8627631510350456,0.4015425613356961,"{""foreground"": 17, ""tumor_jitter"": 33, ""random"": 7, ""et_jitter"": 15}",0.8288872993510702,"{""tumor_jitter"": 16, ""tumor_jitter_no_et"": 6, ""foreground"": 12, ""et_jitter"": 9, ""random"": 3}",0.34092366150510844,"{""foreground"": 48, ""random"": 34, ""et_jitter"": 46, ""tumor_jitter"": 140}",0.32158167189892445,"{""tumor_jitter"": 177, ""et_jitter"": 69, ""foreground"": 75, ""random"": 37}"
44,7.138669943835332e-05,0.3193458800514539,0.8875657260417938,0.8608040453259631,0.8311179431061981,0.859829238157985,0.36882763852675754,"{""tumor_jitter"": 39, ""random"": 10, ""foreground"": 15, ""et_jitter"": 8}",0.7824416601139567,"{""foreground"": 13, ""et_jitter"": 3, ""tumor_jitter"": 18, ""tumor_jitter_no_et"": 2, ""random"": 10}",0.31776061743053036,"{""tumor_jitter"": 141, ""foreground"": 56, ""random"": 21, ""et_jitter"": 49, ""tumor_jitter_no_et"": 1}",0.30548979158841033,"{""tumor_jitter"": 178, ""foreground"": 77, ""et_jitter"": 77, ""random"": 25, ""tumor_jitter_no_et"": 1}"
