epoch,lr,train_loss,val_loss,val_dice_WT,val_dice_TC,val_dice_ET,val_mean_dice,crop_source_counts
19,9.40014470767673e-05,0.37990746528951713,0.30576785128741035,0.8970073264269601,0.8808789967071442,0.8300087669617923,0.8692983633652989,"{""tumor_jitter"": 374, ""et_jitter"": 153, ""foreground"": 151, ""random"": 62, ""tumor_jitter_no_et"": 4}"
20,9.336825748732973e-05,0.38145860372692025,0.32192561136824743,0.8591909878310703,0.8644587660829226,0.8146005045147647,0.8460834194762525,"{""tumor_jitter"": 349, ""foreground"": 184, ""et_jitter"": 135, ""random"": 72, ""tumor_jitter_no_et"": 4}"
21,9.270568813552758e-05,0.3605209090696868,0.3131810066245851,0.8742329955101014,0.8762886386542094,0.8214961016510802,0.8573392452717971,"{""tumor_jitter"": 373, ""foreground"": 149, ""et_jitter"": 143, ""random"": 73, ""tumor_jitter_no_et"": 6}"
22,9.201419311329851e-05,0.3592083160915682,0.31111022993212656,0.8952540739661171,0.8774787291174844,0.8309639378200301,0.8678989136345439,"{""tumor_jitter"": 373, ""foreground"": 159, ""et_jitter"": 142, ""random"": 67, ""tumor_jitter_no_et"": 3}"
23,9.129424633678979e-05,0.3700178692177419,0.29968433188540594,0.890384316444397,0.8708907421855699,0.8230946734787927,0.8614565773695867,"{""tumor_jitter"": 365, ""et_jitter"": 152, ""foreground"": 141, ""random"": 81, ""tumor_jitter_no_et"": 5}"
24,9.054634122155992e-05,0.3644197331040457,0.3187067468251501,0.8830109931173779,0.8408095132515189,0.8113366548173158,0.8450523870620709,"{""tumor_jitter"": 357, ""et_jitter"": 168, ""foreground"": 141, ""random"": 71, ""tumor_jitter_no_et"": 7}"
25,8.977099034441616e-05,0.36146625469849314,0.3025700862918581,0.8877733782643363,0.8750413462874436,0.8318865320184302,0.8649004188567367,"{""tumor_jitter"": 361, ""foreground"": 155, ""et_jitter"": 148, ""random"": 76, ""tumor_jitter_no_et"": 4}"
26,8.896872509212009e-05,0.3440085828144063,0.29174960674274536,0.8890414904980433,0.8727278742761839,0.8257097809802317,0.8624930485848196,"{""tumor_jitter"": 371, ""foreground"": 150, ""et_jitter"": 140, ""random"": 81, ""tumor_jitter_no_et"": 2}"
27,8.814009529720156e-05,0.33614130228036837,0.2897043775234904,0.8923332149074191,0.884582490154675,0.8323338646347993,0.8697498565656311,"{""tumor_jitter"": 374, ""foreground"": 143, ""et_jitter"": 142, ""random"": 79, ""tumor_jitter_no_et"": 6}"
28,8.728566886113103e-05,0.3520049354642309,0.3152884845932325,0.896616011432239,0.8734077487813547,0.8340334556701818,0.8680190719612586,"{""tumor_jitter"": 375, ""et_jitter"": 151, ""foreground"": 149, ""random"": 65, ""tumor_jitter_no_et"": 4}"
29,8.640603136510825e-05,0.34646638897397825,0.3047571271657944,0.8976048808722269,0.8624369670947393,0.8216753399281442,0.8605723959650368,"{""tumor_jitter"": 345, ""foreground"": 174, ""et_jitter"": 150, ""random"": 71, ""tumor_jitter_no_et"": 4}"
30,8.550178566873413e-05,0.33570852485154906,0.2905216151759738,0.8934708818083718,0.8851539836752982,0.8351801298944402,0.8712683317927034,"{""tumor_jitter"": 356, ""foreground"": 180, ""et_jitter"": 136, ""random"": 66, ""tumor_jitter_no_et"": 6}"
31,8.457355149684083e-05,0.3421025981986395,0.31611397592794327,0.8924886731874375,0.8446952729707673,0.8133009924956177,0.8501616462179409,"{""tumor_jitter"": 384, ""foreground"": 141, ""et_jitter"": 141, ""random"": 71, ""tumor_jitter_no_et"": 7}"
32,8.36219650147635e-05,0.3300534812833673,0.29291819490137555,0.8754644287484032,0.8854445671041806,0.8375325845373293,0.8661471934633044,"{""tumor_jitter"": 370, ""foreground"": 156, ""et_jitter"": 137, ""random"": 74, ""tumor_jitter_no_et"": 7}"
33,8.264767839234411e-05,0.332119712586044,0.28299629940163523,0.9061177749009359,0.8825933752315385,0.8324745237817639,0.8737285579714128,"{""tumor_jitter"": 368, ""foreground"": 150, ""et_jitter"": 140, ""random"": 84, ""tumor_jitter_no_et"": 2}"
34,8.165135935696698e-05,0.33108042420879485,0.2951284016172091,0.8857506353230703,0.8652055317447299,0.8239149812635874,0.8582903827771292,"{""tumor_jitter"": 399, ""foreground"": 141, ""et_jitter"": 118, ""random"": 81, ""tumor_jitter_no_et"": 5}"
35,8.06336907359317e-05,0.3329282158044397,0.30455783222402844,0.8990714842364902,0.8705839618508305,0.8342936573387169,0.8679830344753459,"{""tumor_jitter"": 356, ""foreground"": 158, ""et_jitter"": 141, ""random"": 85, ""tumor_jitter_no_et"": 4}"
36,7.959536998847745e-05,0.32627198961313053,0.2823016287670249,0.892171157683645,0.8836135062788214,0.8337683995992492,0.8698510211872384,"{""tumor_jitter"": 356, ""foreground"": 170, ""et_jitter"": 147, ""random"": 69, ""tumor_jitter_no_et"": 2}"
37,7.853710872777925e-05,0.32874595828514586,0.30753789125453856,0.8714738664172944,0.8652923077344894,0.8250901469914781,0.8539521070477539,"{""tumor_jitter"": 350, ""foreground"": 163, ""et_jitter"": 149, ""random"": 76, ""tumor_jitter_no_et"": 6}"
38,7.745963223324386e-05,0.3411911114329292,0.2958985966231142,0.8742474642537889,0.8738671268026034,0.8313561216864788,0.8598235709142904,"{""tumor_jitter"": 390, ""foreground"": 146, ""et_jitter"": 130, ""random"": 72, ""tumor_jitter_no_et"": 6}"
39,7.636367895343948e-05,0.3265663042304016,0.3925598077121235,0.6793591663950965,0.8835095619871502,0.8290470965033586,0.7973052749618685,"{""tumor_jitter"": 374, ""foreground"": 153, ""et_jitter"": 140, ""random"": 69, ""tumor_jitter_no_et"": 8}"
40,7.525000000000001e-05,0.32844820586583945,0.2791065198679765,0.8971187774624143,0.8889461482564608,0.8306964524466564,0.8722537927218438,"{""tumor_jitter"": 380, ""foreground"": 144, ""et_jitter"": 143, ""random"": 69, ""tumor_jitter_no_et"": 8}"
41,7.411935863285064e-05,0.31539238558741667,0.2887861793594701,0.8760458733354296,0.8692792715770857,0.8356954374925817,0.8603401941350324,"{""tumor_jitter"": 363, ""foreground"": 153, ""et_jitter"": 141, ""random"": 82, ""tumor_jitter_no_et"": 5}"
42,7.297252973710758e-05,0.3152777088745948,0.27472310605503264,0.8963828529630389,0.8741343800510679,0.8339121709858873,0.8681431346666647,"{""tumor_jitter"": 380, ""et_jitter"": 163, ""foreground"": 142, ""random"": 53, ""tumor_jitter_no_et"": 6}"
43,7.181029929201063e-05,0.3080423256402375,0.2811867369072778,0.8907126795677912,0.8899820656293914,0.8404417972614066,0.8737121808195297,"{""tumor_jitter"": 379, ""et_jitter"": 148, ""foreground"": 141, ""random"": 72, ""tumor_jitter_no_et"": 4}"
44,7.063346383225213e-05,0.3156030722042566,0.27574285400055704,0.9003499334766751,0.8875220719547499,0.8413492806713455,0.8764070953675902,"{""tumor_jitter"": 366, ""foreground"": 154, ""et_jitter"": 145, ""random"": 76, ""tumor_jitter_no_et"": 3}"
45,6.944282990207197e-05,0.3271371934522865,0.28313633771169755,0.8759758370263236,0.8729399618648347,0.8269365727391208,0.8586174572100931,"{""tumor_jitter"": 370, ""et_jitter"": 142, ""foreground"": 139, ""random"": 89, ""tumor_jitter_no_et"": 4}"
46,6.82392135024924e-05,0.31774461567802453,0.2902298564712206,0.9026723230168933,0.8576589182728813,0.8406317585301278,0.8669876666066342,"{""tumor_jitter"": 370, ""foreground"": 146, ""et_jitter"": 143, ""random"": 81, ""tumor_jitter_no_et"": 4}"
47,6.702343953207168e-05,0.3120249730124268,0.2887413122114681,0.8925419896841049,0.8657959603978028,0.8406817673598032,0.8663399058139037,"{""tumor_jitter"": 380, ""foreground"": 148, ""et_jitter"": 142, ""random"": 67, ""tumor_jitter_no_et"": 7}"
48,6.579634122155992e-05,0.31893767841080184,0.262828764212983,0.9082714533522016,0.9002655055551302,0.8458474181961838,0.8847947923678386,"{""tumor_jitter"": 369, ""foreground"": 162, ""et_jitter"": 142, ""random"": 68, ""tumor_jitter_no_et"": 3}"
49,6.455875956284421e-05,0.30576237745743284,0.266668552976279,0.9014959548200879,0.8920787581375667,0.8480673332416938,0.8805473487331161,"{""tumor_jitter"": 381, ""foreground"": 147, ""et_jitter"": 139, ""random"": 74, ""tumor_jitter_no_et"": 3}"
50,6.33115427325748e-05,0.3101883218773911,0.27920264594611666,0.8660637548991612,0.900680337917237,0.8511454684394897,0.8726298537519627,"{""tumor_jitter"": 345, ""et_jitter"": 158, ""foreground"": 151, ""random"": 88, ""tumor_jitter_no_et"": 2}"
51,6.205554551086734e-05,0.29609109108806936,0.27350944227405954,0.8845672879900252,0.8957920751401356,0.8437407544643255,0.8747000391981622,"{""tumor_jitter"": 386, ""et_jitter"": 140, ""foreground"": 139, ""random"": 75, ""tumor_jitter_no_et"": 4}"
52,6.0791628695479094e-05,0.29880177447952894,0.2733263398919787,0.9114993488504773,0.8953238575231461,0.8468049034037264,0.8845427032591168,"{""tumor_jitter"": 383, ""foreground"": 150, ""et_jitter"": 143, ""random"": 65, ""tumor_jitter_no_et"": 3}"
53,5.952065851186131e-05,0.30431231072232606,0.26664369986170816,0.9010810152405784,0.8961217704273405,0.843214004674992,0.8801389301143036,"{""tumor_jitter"": 372, ""foreground"": 169, ""et_jitter"": 133, ""random"": 69, ""tumor_jitter_no_et"": 1}"
54,5.8243506019491436e-05,0.29790749865513977,0.27585004805808977,0.8951143638009117,0.8939192616513797,0.8381033441280389,0.8757123231934435,"{""tumor_jitter"": 365, ""foreground"": 161, ""et_jitter"": 146, ""random"": 67, ""tumor_jitter_no_et"": 5}"
55,5.6961046514892556e-05,0.29907487446983017,0.26237290168092364,0.899599186863218,0.8970423356408165,0.8430375669028822,0.8798930298023055,"{""tumor_jitter"": 382, ""foreground"": 151, ""et_jitter"": 143, ""random"": 66, ""tumor_jitter_no_et"": 2}"
56,5.5674158931748854e-05,0.2909867138832167,0.26685924508741926,0.9115827480951945,0.8940170803240367,0.8369122084443302,0.8808373456211872,"{""tumor_jitter"": 395, ""foreground"": 153, ""et_jitter"": 129, ""random"": 63, ""tumor_jitter_no_et"": 4}"
57,5.4383725238528334e-05,0.2996253273299625,0.2707996383664154,0.9105922335670108,0.8880247686590467,0.8466422126509232,0.8817530716256602,"{""tumor_jitter"": 365, ""et_jitter"": 155, ""foreground"": 138, ""random"": 82, ""tumor_jitter_no_et"": 4}"
58,5.3090629834025715e-05,0.30328243506211106,0.26748914001953034,0.9023242416835967,0.8918491129364287,0.8404346664401414,0.8782026736867223,"{""tumor_jitter"": 384, ""foreground"": 149, ""et_jitter"": 117, ""random"": 88, ""tumor_jitter_no_et"": 6}"
59,5.1795758941239716e-05,0.29831358145481796,0.25910322325570245,0.9075626183123816,0.9040539389564878,0.8495056797074302,0.8870407456587666,"{""tumor_jitter"": 352, ""foreground"": 155, ""et_jitter"": 153, ""random"": 79, ""tumor_jitter_no_et"": 5}"
60,5.050000000000001e-05,0.28828286825208577,0.262373217550062,0.8840250148659661,0.8987794789529983,0.8487263302412243,0.8771769413533962,"{""tumor_jitter"": 360, ""foreground"": 163, ""et_jitter"": 149, ""random"": 66, ""tumor_jitter_no_et"": 6}"
61,4.9204241058760286e-05,0.2872474765184746,0.26300333191951114,0.9030306049755641,0.8973404257070451,0.8470447096834085,0.8824719134553392,"{""tumor_jitter"": 387, ""foreground"": 148, ""et_jitter"": 138, ""random"": 65, ""tumor_jitter_no_et"": 6}"
62,4.790937016597429e-05,0.2837135621536804,0.2643402862406912,0.9019856214523315,0.897687097958156,0.8537925317554449,0.8844884170553108,"{""tumor_jitter"": 383, ""et_jitter"": 145, ""foreground"": 143, ""random"": 67, ""tumor_jitter_no_et"": 6}"
63,4.661627476147168e-05,0.29005344658689475,0.26827081803764613,0.9011087589320682,0.8859940289031891,0.8371284484886424,0.8747437454413,"{""tumor_jitter"": 369, ""foreground"": 153, ""et_jitter"": 150, ""random"": 69, ""tumor_jitter_no_et"": 3}"
64,4.532584106825116e-05,0.29615509740367374,0.26029677838087084,0.9073434699149359,0.9023318208399274,0.852237753780181,0.8873043481783481,"{""tumor_jitter"": 351, ""et_jitter"": 162, ""foreground"": 148, ""random"": 79, ""tumor_jitter_no_et"": 4}"
65,4.403895348510746e-05,0.28726773968427094,0.25800621317965644,0.9082383399917966,0.89591734792505,0.8524171996000187,0.885524295838955,"{""tumor_jitter"": 357, ""foreground"": 160, ""et_jitter"": 146, ""random"": 73, ""tumor_jitter_no_et"": 8}"
66,4.275649398050857e-05,0.2756962908772371,0.26751568828310285,0.8787491158360526,0.9000241416550818,0.8526303122831975,0.8771345232581106,"{""tumor_jitter"": 365, ""et_jitter"": 153, ""foreground"": 149, ""random"": 72, ""tumor_jitter_no_et"": 5}"
67,4.147934148813871e-05,0.2761430228429456,0.26270134466744605,0.9147718463625226,0.9008777939847538,0.8512068882427113,0.8889521761966627,"{""tumor_jitter"": 399, ""et_jitter"": 130, ""foreground"": 129, ""random"": 84, ""tumor_jitter_no_et"": 2}"
68,4.020837130452091e-05,0.2942058116558098,0.26193916634434744,0.9143301762285687,0.8918902886765344,0.8504694273885364,0.8855632974312132,"{""tumor_jitter"": 395, ""et_jitter"": 145, ""foreground"": 134, ""random"": 65, ""tumor_jitter_no_et"": 5}"
69,3.894445448913268e-05,0.2843855211651453,0.26036827298147336,0.8896435866753261,0.9027651857052531,0.8491553575087353,0.8805213766297714,"{""tumor_jitter"": 375, ""foreground"": 149, ""et_jitter"": 146, ""random"": 70, ""tumor_jitter_no_et"": 4}"
70,3.768845726742522e-05,0.2944063038555204,0.2591304861009121,0.8983868055400395,0.8969268173688933,0.8483679431797186,0.8812271886962172,"{""tumor_jitter"": 361, ""et_jitter"": 147, ""foreground"": 144, ""random"": 88, ""tumor_jitter_no_et"": 4}"
71,3.644124043715582e-05,0.2830135145134503,0.2563547016609283,0.9137857283864702,0.9017453296553521,0.8474502153389237,0.8876604244602487,"{""tumor_jitter"": 369, ""et_jitter"": 154, ""foreground"": 141, ""random"": 78, ""tumor_jitter_no_et"": 2}"
72,3.52036587784401e-05,0.2885794087002675,0.25756551123091154,0.9097360978523891,0.8960163264757111,0.8495544372326158,0.8851022871869053,"{""tumor_jitter"": 362, ""foreground"": 159, ""et_jitter"": 149, ""random"": 71, ""tumor_jitter_no_et"": 3}"
73,3.3976560467928335e-05,0.28729623205639343,0.2557863881190618,0.9141591500668299,0.8991730752445403,0.8520579613133213,0.8884633955415638,"{""tumor_jitter"": 361, ""foreground"": 154, ""et_jitter"": 153, ""random"": 72, ""tumor_jitter_no_et"": 4}"
74,3.276078649750763e-05,0.2692660775275961,0.25059822322357267,0.9093970595371156,0.8999568810065587,0.8519047804386121,0.8870862403274288,"{""tumor_jitter"": 388, ""et_jitter"": 153, ""foreground"": 144, ""random"": 57, ""tumor_jitter_no_et"": 2}"
75,3.155717009792805e-05,0.277779124757295,0.2565695722897848,0.9097290798312142,0.8973265171051026,0.8533771178715441,0.8868109049359537,"{""tumor_jitter"": 383, ""foreground"": 152, ""et_jitter"": 136, ""random"": 69, ""tumor_jitter_no_et"": 4}"
76,3.0366536167747892e-05,0.2849316335413405,0.25770995421778586,0.9110048799287706,0.8934280240819568,0.8506319647119425,0.8850216229075567,"{""tumor_jitter"": 363, ""foreground"": 151, ""et_jitter"": 146, ""random"": 78, ""tumor_jitter_no_et"": 6}"
77,2.9189700707989395e-05,0.27256747835906603,0.2509871009914648,0.9092696734837123,0.8990120075997852,0.8536993321338833,0.8873270044057936,"{""tumor_jitter"": 372, ""foreground"": 153, ""et_jitter"": 143, ""random"": 70, ""tumor_jitter_no_et"": 6}"
78,2.8027470262892427e-05,0.28338558066596264,0.2546574599331334,0.9177332049324399,0.9020431686724936,0.8568749203729398,0.8922170979926244,"{""tumor_jitter"": 384, ""foreground"": 141, ""et_jitter"": 136, ""random"": 80, ""tumor_jitter_no_et"": 3}"
79,2.6880641367149372e-05,0.27878638819581075,0.2507858982753186,0.9155446601765497,0.9005027850468953,0.8520058859449168,0.8893511103894539,"{""tumor_jitter"": 368, ""et_jitter"": 146, ""foreground"": 145, ""random"": 79, ""tumor_jitter_no_et"": 6}"
80,2.5750000000000002e-05,0.2704847940714449,0.2614259948687894,0.9154525362309955,0.89867175363359,0.8556401458021086,0.8899214785555647,"{""tumor_jitter"": 372, ""et_jitter"": 163, ""foreground"": 144, ""random"": 61, ""tumor_jitter_no_et"": 4}"
81,2.4636321046560524e-05,0.279234113231782,0.2552592960851533,0.9143665747983115,0.8999962379535039,0.8553115050154866,0.8898914392557673,"{""tumor_jitter"": 368, ""foreground"": 170, ""et_jitter"": 130, ""random"": 69, ""tumor_jitter_no_et"": 7}"
82,2.3540367766756168e-05,0.2756978684775932,0.2598864278623036,0.9121103075288591,0.8985263790403094,0.8538423985309305,0.8881596950333663,"{""tumor_jitter"": 369, ""foreground"": 163, ""et_jitter"": 134, ""random"": 73, ""tumor_jitter_no_et"": 5}"
83,2.2462891272220756e-05,0.2585158138886415,0.25700701180668106,0.9035922229290009,0.89174643996216,0.8530308253292893,0.8827898294068167,"{""tumor_jitter"": 362, ""et_jitter"": 163, ""foreground"": 151, ""random"": 66, ""tumor_jitter_no_et"": 2}"
84,2.140463001152258e-05,0.27161022848499716,0.25493548154121354,0.9183056966179893,0.9068815459807714,0.8564282470580672,0.8938718298856093,"{""tumor_jitter"": 374, ""et_jitter"": 150, ""foreground"": 149, ""random"": 66, ""tumor_jitter_no_et"": 5}"
85,2.036630926406832e-05,0.26899029220384296,0.24916964212343806,0.914278284566743,0.9045620552131108,0.8550883779000898,0.8913095725599812,"{""tumor_jitter"": 381, ""foreground"": 152, ""et_jitter"": 136, ""random"": 73, ""tumor_jitter_no_et"": 2}"
86,1.934864064303305e-05,0.26842409312244386,0.25054762771441824,0.9122884213924408,0.9083589692910512,0.8576379158100362,0.8927617688311761,"{""tumor_jitter"": 357, ""foreground"": 161, ""et_jitter"": 147, ""random"": 72, ""tumor_jitter_no_et"": 7}"
87,1.835232160765591e-05,0.276361882416231,0.250298831398998,0.9119573515085947,0.8968699475129446,0.8519369055535783,0.8869214015250392,"{""tumor_jitter"": 361, ""foreground"": 162, ""et_jitter"": 142, ""random"": 74, ""tumor_jitter_no_et"": 5}"
88,1.7378034985236532e-05,0.2716216310578328,0.2510915048420429,0.9109773793390818,0.8973257934053739,0.8573304796527084,0.8885445507990547,"{""tumor_jitter"": 382, ""foreground"": 144, ""et_jitter"": 128, ""random"": 87, ""tumor_jitter_no_et"": 3}"
89,1.6426448503159167e-05,0.2694762117800213,0.2461461939627216,0.9164284664960135,0.9028070299398332,0.8563212938052038,0.8918522634136835,"{""tumor_jitter"": 355, ""et_jitter"": 154, ""foreground"": 154, ""random"": 76, ""tumor_jitter_no_et"": 5}"
90,1.5498214331265897e-05,0.2687448703193216,0.2491657276948293,0.9166068731319337,0.9052268933682215,0.858214964354978,0.893349576951711,"{""tumor_jitter"": 381, ""et_jitter"": 148, ""foreground"": 144, ""random"": 69, ""tumor_jitter_no_et"": 2}"
91,1.4593968634891759e-05,0.2657336755305208,0.24737843083483832,0.916459641286305,0.9079440051601047,0.8600349870250702,0.8948128778238266,"{""tumor_jitter"": 365, ""foreground"": 154, ""et_jitter"": 150, ""random"": 73, ""tumor_jitter_no_et"": 2}"
92,1.3714331138868992e-05,0.2546149057446308,0.2521457059397584,0.9106819355771655,0.9029243941817965,0.8597818080499816,0.8911293792696479,"{""tumor_jitter"": 371, ""et_jitter"": 165, ""foreground"": 139, ""random"": 63, ""tumor_jitter_no_et"": 6}"
93,1.2859904702798464e-05,0.2647795819387,0.24883614923982394,0.9149652421474457,0.9076134382259278,0.8574586427442731,0.8933457743725488,"{""tumor_jitter"": 369, ""et_jitter"": 149, ""foreground"": 141, ""random"": 82, ""tumor_jitter_no_et"": 3}"
94,1.2031274907879935e-05,0.26007573675083856,0.2510660366997832,0.9146289626757304,0.9036651611328125,0.857730178312781,0.892008100707108,"{""tumor_jitter"": 381, ""et_jitter"": 147, ""foreground"": 134, ""random"": 80, ""tumor_jitter_no_et"": 2}"
95,1.122900965558385e-05,0.2658706396137194,0.24487557169936952,0.9136957167159944,0.9047808238438197,0.8575771892611308,0.892017909940315,"{""tumor_jitter"": 382, ""et_jitter"": 157, ""foreground"": 124, ""random"": 78, ""tumor_jitter_no_et"": 3}"
96,1.0453658778440104e-05,0.26227370352153817,0.24790251510483877,0.9124888031255631,0.9032274004958925,0.8604201931405621,0.8920454655873392,"{""tumor_jitter"": 386, ""et_jitter"": 147, ""foreground"": 139, ""random"": 66, ""tumor_jitter_no_et"": 6}"
97,9.70575366321023e-06,0.26164257470318064,0.2475352211722306,0.9110525911762601,0.9021761963764826,0.8573974853586762,0.8902087576371396,"{""tumor_jitter"": 369, ""foreground"": 140, ""et_jitter"": 139, ""random"": 89, ""tumor_jitter_no_et"": 7}"
98,8.985806886701512e-06,0.26449176191442436,0.2465809526188033,0.9129933961800166,0.9039163187855765,0.8591443082873034,0.8920180077509655,"{""tumor_jitter"": 364, ""et_jitter"": 152, ""foreground"": 139, ""random"": 85, ""tumor_jitter_no_et"": 4}"
99,8.294311864472434e-06,0.2629803125696477,0.24677200363505455,0.9103110759031205,0.9058973469904491,0.8587729073059999,0.8916604433998564,"{""tumor_jitter"": 352, ""foreground"": 164, ""et_jitter"": 140, ""random"": 85, ""tumor_jitter_no_et"": 3}"
100,7.631742512670281e-06,0.2597368237993089,0.2476453524260294,0.915134630032948,0.903376303542228,0.8589580704767146,0.8924896680172969,"{""tumor_jitter"": 355, ""foreground"": 163, ""et_jitter"": 153, ""random"": 68, ""tumor_jitter_no_et"": 5}"
101,6.998552923232716e-06,0.2582905987397798,0.24675558926094146,0.9150147128672826,0.903260763770058,0.8608710245838617,0.8930488337404007,"{""tumor_jitter"": 364, ""foreground"": 151, ""et_jitter"": 144, ""random"": 79, ""tumor_jitter_no_et"": 6}"
102,6.395177052675792e-06,0.2603751345667788,0.24572685666027524,0.9155060827732087,0.9043514996057465,0.8591605471169543,0.8930060431653031,"{""tumor_jitter"": 374, ""foreground"": 146, ""et_jitter"": 142, ""random"": 76, ""tumor_jitter_no_et"": 6}"
103,5.822028424681907e-06,0.26789773105373305,0.24989819455714452,0.91758757460685,0.905533006858258,0.8615428256990691,0.894887802388059,"{""tumor_jitter"": 374, ""foreground"": 150, ""et_jitter"": 133, ""random"": 84, ""tumor_jitter_no_et"": 3}"
104,5.27949984669125e-06,0.25143676914114466,0.24792659023687952,0.9080541109754926,0.9004802577552341,0.8590095473379711,0.8891813053562325,"{""tumor_jitter"": 380, ""et_jitter"": 161, ""foreground"": 125, ""random"": 72, ""tumor_jitter_no_et"": 6}"
105,4.7679631406913056e-06,0.26833787344155774,0.24611862337305432,0.912058158715566,0.9031504543054671,0.8596317099924035,0.8916134410044788,"{""tumor_jitter"": 383, ""foreground"": 140, ""et_jitter"": 131, ""random"": 85, ""tumor_jitter_no_et"": 5}"
